ac08_id,num_cells,total_light1994,total_light_cal1994,max_light1994,total_light1995,total_light_cal1995,max_light1995,total_light1996,total_light_cal1996,max_light1996,total_light1997,total_light_cal1997,max_light1997,total_light1998,total_light_cal1998,max_light1998,total_light1999,total_light_cal1999,max_light1999,total_light2000,total_light_cal2000,max_light2000,total_light2001,total_light_cal2001,max_light2001,total_light2002,total_light_cal2002,max_light2002,total_light2003,total_light_cal2003,max_light2003,total_light2004,total_light_cal2004,max_light2004,total_light2005,total_light_cal2005,max_light2005,total_light2006,total_light_cal2006,max_light2006,total_light2007,total_light_cal2007,max_light2007,total_light2008,total_light_cal2008,max_light2008,total_light2009,total_light_cal2009,max_light2009,total_light2010,total_light_cal2010,max_light2010,total_light2011,total_light_cal2011,max_light2011,total_light2012,total_light_cal2012,max_light2012,total_light2013,total_light_cal2013,max_light2013
"2008-21-121",2490,242.5,315.5,6,636,792,7,565,714,9,690,889.5,8,887.5,1128,8,388,446.5,8,509,1822.5,6.5,234,244.5,6.5,415.5,1715.5,6,240.5,1593.5,5,869.5,2363,6.5,504,1944.5,5,379.5,1711.5,5.5,763.5,3355.5,6,705,3195,7,1103,3595,9,1056,5567,10,788,5575,8,1241,5748,9,1408,5845,11
"2008-21-122",774,273,348,5,816,1012,7,939,1181,7,817,1053.5,7,886.5,1128.5,6.5,581,674,7,743,1226.5,6,370,365,6,456,902,5,519,1140,5.5,1143,1845,6,756.5,1419,5.5,694.5,1239.5,5,928,1823.5,5.5,1232,2006,7,1262,2036,7,1641,2442,10,1482,2670,8,1712,2601,8,1967,2766,10
"2008-21-123",2014,481.5,593.5,8.5,1095,1369,8,1151,1438,8,934,1192,7,1226.5,1603,9.5,1172.5,1388,12,1211.5,2382.5,9,966.5,1007.5,9,772.5,1876.5,8.5,428,1644,7,942.5,2224,6.5,569,1791.5,6,373.5,1465.5,6,548,2620.5,8,722,2736,9,632,2647,8,528,4328,8,696,4556,10,668,4435,17,755,4492,14
"2008-21-124",1011,143,182,4.5,630,795,5,845,1062,6,828,1063.5,6.5,1115.5,1422,7.5,735.5,844.5,6.5,1367,2051.5,8.5,951,960.5,8,1031,1643.5,8.5,458,1167,6,908,1679.5,6.5,750.5,1519.5,7,549.5,1179,6.5,845,1942,6.5,798,1809,7,848,1859,7,1293,2759,10,1365,3049,10,1960,3219,10,1510,2946,11
"2008-21-125",621,234.5,298.5,5.5,718,900,6,847,1067,7,851.5,1098,6.5,998.5,1271.5,7.5,752,835,7,1296.5,1769.5,8.5,953,941,8,1084,1514.5,8.5,429,945.5,5.5,859,1432.5,6.5,691,1247.5,7,594,1043.5,6.5,780.5,1489.5,6.5,984,1605,7,772,1393,7,1428,2051,10,1378,2281,10,1752,2301,10,1606,2229,11
"2008-21-126",634,465.5,585,7,972,1210,7,799,1004,8,876.5,1143,7,1066,1376,8,950,1102.5,7.5,1248.5,1725,7.5,1211.5,1292.5,8,1206.5,1651,9.5,782.5,1444,6.5,994.5,1595,6.5,824,1435,5.5,848.5,1361,6,1048.5,1803.5,6,1341,1975,7,898,1532,6,1598,2160,10,1719,2538,12,1724,2327,11,1586,2247,9
"2008-21-127",558,1868,2326.5,18,2434,2994,23,2592,3245,21,2140.5,2830.5,20,2450.5,3164,24,2227,2693,25.5,2651.5,3286.5,25.5,2504.5,2812.5,23.5,2527,3026,26,1710,2725,19,2094.5,2947.5,19.5,1852.5,2775.5,18.5,1941.5,2654,20.5,2174,2932,21,2600,3158,22,2210,2852,23,3827,3330,37,3939,4099,45,4052,3765,46,3733,3545,41
"2008-21-128",379,897,1146.5,17,1408,1750,17,1593,2002,19,1226.5,1622.5,17.5,1476,1882.5,17,1291.5,1515.5,18.5,1657,2078,16.5,1397.5,1473.5,15.5,1365.5,1703,14,902.5,1508.5,12,1278.5,1840,12.5,1036.5,1598,12.5,1055.5,1487,12.5,1398,1920,12.5,1470,1849,15,1510,1927,15,2165,2011,22,1949,2240,22,2193,2146,21,2016,2035,20
"2008-21-129",1429,743,950,16,1287,1605,16,1243,1557,16,1111.5,1446.5,16,1338.5,1709.5,15,1027,1216.5,17,1358.5,2262,14.5,1064.5,1116.5,14.5,932,1764,13,682,1709.5,10.5,1179,2230,10.5,740.5,1723.5,11,919,1851.5,11.5,1410.5,2975,12.5,1258,2687,14,1332,2776,13,1465,3690,19,1479,3966,18,1955,4067,21,1374,3721,19
"2008-21-130",907,304.5,386,5.5,858,1089,6,923,1159,8,650.5,835,7,884.5,1094,5.5,502.5,555.5,6,808.5,1377.5,5.5,604,566,5.5,466,994.5,5,226.5,808.5,5,789,1488,6,432,1045,4.5,656.5,1268.5,4.5,961.5,1990.5,5,856,1763,6,827,1734,6,855,2298,8,948,2540,9,1341,2621,7,892,2355,7
"2008-21-131",455,1117.5,1385.5,9,1765,2187,10,2071,2580,12,1452.5,1876,9,1782.5,2258.5,11,1355,1601,10.5,1985.5,2483.5,12.5,1686.5,1798,11.5,1566,1971,11,996,1695,8.5,1655,2347,10.5,1514.5,2283,9.5,1648,2262.5,10.5,1833,2483,12.5,2087,2542,15,1884,2376,14,2972,2600,22,2578,2844,21,2682,2594,18,2666,2597,18
"2008-21-132",330,3060,3897.5,52.5,3520,4303,56,3937,4898,59,3547.5,4663.5,59,3957,5025,59.5,4096,4861,60,4299,5117,58,4393,5079,60.5,4021,4435.5,56,3469,4820,58,3826.5,4934,57.5,3776,5165.5,56,3918.5,4874.5,56.5,4212,4833,58.5,4573,4903,60,4368,4962,60,5622,3909,61,5579,4903,62,5654,4357,62,5686,4379,63
"2008-21-133",45,1211.5,1550,52.5,1279,1548,56,1365,1677,59,1291.5,1679.5,59,1515,1858.5,59.5,1584.5,1820,60,1494.5,1727.5,58,1558.5,1791.5,60.5,1356,1453,55.5,1320.5,1729.5,58,1315.5,1639.5,57.5,1384,1816.5,56,1427,1718.5,56.5,1537.5,1691,58.5,1640,1685,60,1533,1677,60,1759,1074,61,1883,1522,62,1935,1330,62,1945,1341,63
"2008-21-134",849,771.5,984,41,1290,1607,41,1613,2032,41,1396.5,1840.5,41,1400,1790.5,43,1300.5,1528.5,49.5,1775,2478.5,46.5,1459,1596,45.5,1183,1737.5,40,786.5,1552.5,39.5,1444,2296,34.5,1167.5,2011,33.5,1367.5,2078,42.5,1554,2568.5,44.5,1919,2768,45,1651,2542,45,2679,3246,53,1972,3184,50,2420,3220,54,1999,2962,53
"2008-21-135",1045,943.5,1187.5,9,1556,1944,9,1754,2198,9,1251.5,1614,7,1305,1662.5,8,1350,1607.5,8.5,1858,2607,9,1437.5,1534.5,8.5,1546.5,2244.5,8.5,1097,2116.5,8,1634.5,2623,8.5,1169.5,2118,8,1345,2172.5,7,1575.5,2781,8,2119,3164,10,1699,2746,8,2534,3509,13,2070,3608,12,2484,3624,11,1908,3267,13
"2008-21-136",3984,190,269,5,497,631,5,516,647,6,496,633.5,5,407.5,505,5,311,355.5,6,526.5,2599,5.5,511.5,576.5,6.5,328,2371.5,5.5,82.5,2116.5,4,434.5,2542,5.5,117.5,2156.5,3.5,249.5,2275.5,4.5,168,4183.5,4,232,4216,5,692,4679,9,270,8120,7,154,8085,6,713,8388,7,543,8296,7
"2008-21-137",1166,235.5,295.5,6.5,499,623,5,512,637,5,387,500,4.5,471.5,607,5.5,490,577,5.5,562,1208.5,5.5,455,483.5,6.5,550.5,1216,6.5,338.5,1070,5,536.5,1286,5.5,334.5,1040,4.5,382.5,1040,6,474,1717,6,535,1701,6,447,1613,6,763,2770,9,619,2798,8,1171,3031,10,892,2873,11
"2008-21-138",3305,540,679,10.5,980,1228,9,1173,1478,13,986.5,1294,9.5,982.5,1264,12,858.5,1024,12.5,1150.5,2965.5,12.5,974.5,1073,13.5,915,2655.5,12.5,633,2562,9.5,837,2731,12.5,681.5,2572.5,10.5,766,2570.5,10.5,944,4370,11.5,740,4045,12,1130,4449,11,1039,7212,15,1041,7393,13,2114,7893,13,1533,7571,15
"2008-21-139",3084,795.5,992.5,19,1185,1471,22,1449,1830,24,1233,1616.5,20.5,1326,1755.5,29,1495.5,1824,31.5,1558,3308,32,1579,1758.5,31.5,1461.5,3099.5,33,835.5,2716,23,1261,3127,27,2078.5,4351.5,28.5,1940.5,3884,30.5,2557.5,5839.5,39,3093,6177,46,4242,7494,53,5702,9434,56,4478,9568,54,5330,9613,53,4603,9165,51
"2008-21-140",2748,622,784.5,11.5,998,1242,13,967,1221,15,802,1061.5,14,935,1208.5,18,919,1115.5,17,1072,2602.5,16,924,1047,16.5,953,2398,19.5,686.5,2330.5,17,655,2208,17.5,589.5,2173.5,13.5,794,2328,15.5,755.5,3572,15.5,972,3720,16,1374,4180,17,2569,6998,40,2536,7427,46,3816,7972,51,3830,7974,51
"2008-21-141",3084,2175,2802,50.5,2616,3231,48,2456,3115,46,2217,3044,40.5,2723.5,3531,48,3220.5,3883.5,54,3141,5196.5,49.5,2912,3356.5,52,2792,4526,53.5,2443.5,4881.5,51.5,2422,4599.5,50.5,2375.5,4742,45.5,2803.5,4936,49,3104,6423.5,52,3388,6472,53,3933,7230,56,5216,9176,54,4724,9780,57,5425,9702,59,5685,9871,61
"2008-21-142",1879,142.5,194,4.5,608,774,5,344,427,5,306.5,391,4.5,343,473,5.5,385,413,5,582.5,1591.5,6,469,460,6,482.5,1463,5,38,999.5,3.5,355,1403,4.5,359,1431.5,4.5,482.5,1512,4.5,408.5,2348,5,530,2409,6,629,2508,6,732,4145,8,1005,4506,10,1352,4640,30,3010,5715,52
"2008-21-143",1054,1134,1443,33.5,1659,2049,44,1349,1709,41,1389.5,1859.5,37,1766,2327.5,42,1877.5,2246,42,1972,2778,39,1817,2083.5,39,1609.5,2250,38,1120,2076.5,31,1246.5,2103,32,1238,2204,28,1493,2333,30.5,1711,2906.5,35.5,2047,3101,40,2097,3230,43,2626,3615,46,2488,3995,51,2269,3580,53,2639,3809,56
"2008-21-144",2345,2812,3566,33.5,3895,4824,44,3816,4843,41,3278,4446,37,3536,4604.5,42,3489.5,4207,42,3855.5,5591.5,39,3552,4040.5,39,3459.5,4887,38,2275.5,4330.5,31,2720.5,4605.5,32,2496,4540.5,28,2791,4560,30.5,3043,5617.5,35.5,3597,5942,40,3877,6417,43,5599,7925,48,4725,8290,51,4819,7848,53,6017,8607,56
"2008-21-145",2341,231.5,301.5,12,486,613,11,525,659,13,520.5,689.5,9,426,555,9,394,443.5,8,433.5,1645.5,7.5,293.5,288,6,450,1671.5,7,185.5,1445.5,5.5,342.5,1611,6,249,1509.5,5.5,231,1453,5.5,155,2511.5,6.5,172,2513,7,553,2894,7,484,4959,9,349,4939,9,950,5262,12,438,4952,10
"2008-21-146",3521,662,858.5,10,1170,1452,13,930,1172,13,789,1030,11.5,960,1212,14,978,1176.5,15,1210.5,3131,15.5,1193.5,1354.5,16,1580.5,3566,16.5,609,2612,11.5,916.5,2918,12.5,849,2912.5,12.5,1331,3398,12.5,1014,4613,13,1113,4634,14,1277,4853,15,1700,8026,20,1392,8092,18,1258,7869,18,1641,8107,19
"2008-21-147",3395,639,839,9.5,1147,1426,11,919,1156,12,751.5,979.5,10.5,1147,1468.5,14,1352.5,1608,23,1465,3352.5,18.5,1522,1735.5,16.5,1353,3202,14.5,710.5,2699.5,12.5,860.5,2789,11,827,2822.5,10,1336,3332.5,10.5,1048.5,4521,12,1150,4545,14,1309,4744,14,1778,7827,18,1520,7940,16,1807,7967,22,2547,8425,20
"2008-22-001",6033,433.5,539.5,11,588,729,11,397,499,10,442.5,570,7.5,979.5,1274,12,674,815.5,14.5,992,4181.5,12.5,508.5,537,13.5,1129,4278,11.5,448,3633.5,9.5,758.5,4009.5,10,678.5,3947,11,890.5,4131,9.5,1160.5,7287.5,12.5,1644,7677,14,798,6835,10,1443,12868,12,1640,13311,17,1986,13308,18,2882,13831,19
"2008-22-002",812,1000.5,1258.5,28.5,1228,1512,34,1467,1860,37,1254.5,1724.5,34,1082,1383,30,913.5,1103.5,28.5,1248,1822.5,33.5,1050.5,1195.5,33,1587.5,2124,37,879,1618,25.5,1351.5,2106.5,32,901,1619.5,23,1032.5,1669.5,28,1124.5,2029,30,1378,2190,30,1202,2078,38,1848,2690,48,1829,3024,44,1276,2456,36,1782,2772,42
"2008-22-003",1550,1899.5,2373.5,35,2146,2640,39,2367,3002,46,1974,2660,38,2073,2644.5,35,1667.5,2029.5,31.5,2121.5,3207.5,36,1781,2021.5,31.5,2538,3526,37.5,1529.5,2882.5,28,2147.5,3486.5,35,1788.5,3193,27,2116.5,3363.5,32,2443.5,4185.5,30,3148,4698,35,2461,4132,32,4116,5503,43,3992,6148,46,3694,5494,38,4465,5979,43
"2008-22-004",1720,251,292,13.5,454,565,17,430,542,15,361,479,14,664.5,853.5,17,342.5,382.5,16.5,603.5,1523,16,401,423,18,965,1940.5,18,292.5,1262,14.5,634,1680,18.5,458,1485.5,15.5,512,1496.5,19,724.5,2498.5,20.5,1035,2755,22,763,2502,23,1261,4155,35,2066,5012,37,2351,4901,34,4023,5993,43
"2008-22-005",3470,997.5,1214,14,1818,2248,17,1709,2144,15,1441.5,1865.5,14,2359,3010,17,1416.5,1645.5,16.5,2321.5,4352.5,16.5,1639,1769,18,3050.5,5126,18,1235,3423,14.5,1949.5,4239.5,18.5,1745.5,4115.5,15.5,2026.5,4242,19,2684.5,6393.5,21,3412,6882,23,2381,5902,23,4298,9384,38,4782,10553,37,6347,10940,35,6385,10990,43
"2008-22-006",3359,609,768.5,14,1110,1377,14,1023,1282,14,932.5,1208.5,11,1377,1760,11,795.5,924,13,1332,3192.5,14,978,1057,13.5,1641.5,3496.5,15.5,779,2749.5,11.5,1014.5,2978,10.5,1055,3119,10.5,1060,2993,11.5,1637.5,5155,12.5,1921,5280,14,1152,4534,14,2082,7896,27,2291,8470,27,3595,8985,26,3462,8911,28
"2008-22-007",3058,125.5,152.5,6.5,209,258,8,185,234,8,162,212.5,7,164,207,6,98.5,114.5,5.5,169.5,1719,6,137,150,6.5,190.5,1742,6.5,133,1712.5,5.5,131.5,1698,4.5,120.5,1695,4.5,134.5,1694,5.5,131.5,3203,5.5,197,3255,6,221,3279,7,368,6323,12,295,6336,10,234,6262,9,461,6417,15
"2008-22-008",3208,42,49,4.5,89,111,5,113,143,5,54,71,4.5,122,156.5,4.5,19,21,4.5,43.5,1652,4.5,21,18,4,65.5,1679,4,20,1631.5,4,97,1730.5,4,88,1723.5,4,78,1702,3.5,112.5,3334,5,172,3380,6,117,3325,5,264,6562,7,200,6564,7,335,6621,7,234,6562,8
"2008-22-009",1695,1236,1524,34.5,1881,2322,40,1800,2271,36,1508,2013.5,32.5,1823.5,2368.5,31.5,1145.5,1362.5,28.5,1832,2931.5,31,1746,1913.5,34,2497,3593,34,1270,2617,27.5,1702.5,3009,28.5,1665,3109,29.5,1765,3019.5,33,2562.5,4460.5,33,2934,4629,36,2521,4282,37,4230,5787,53,4472,6745,51,4408,6204,50,4841,6504,51
"2008-22-010",1604,5.5,6,3.5,35,44,4,50,63,4,19.5,24.5,3.5,103.5,138,3.5,4.5,4.5,2.5,50,856,4,14,12,4,217,1046,5.5,42,856.5,4,62,884,3.5,95,932.5,4,54.5,874,3.5,328,1967,4,365,1969,5,128,1732,5,409,3430,7,1015,3999,6,1236,3962,8,2070,4519,32
"2008-22-011",1868,207.5,251,6,430,534,6,214,268,6,164.5,213.5,5,318.5,412.5,5.5,194.5,228,6.5,312,1289.5,6,325.5,340.5,8,581,1585,8,156.5,1148.5,5.5,363,1401,7.5,359.5,1422,8.5,318,1333.5,7,576.5,2492.5,9,679,2547,9,518,2395,9,673,4116,12,585,4177,10,939,4324,11,665,4156,11
"2008-22-012",3358,45,59,4.5,75,94,4,40,50,5,40.5,52,4,97.5,121.5,4,22,22,2,70.5,1760,4.5,49,54.5,4.5,90.5,1780,4,52,1751,4,74,1775,4,88,1800,4,85,1781,4,91.5,3465,4,156,3514,5,69,3427,5,261,6859,10,298,6936,8,351,6932,8,185,6831,8
"2008-22-013",2149,190,226,6.5,188,231,7,158,198,6,239.5,316,7,294,379,6.5,280.5,336,8,360,1487,8.5,267.5,288,8.5,420.5,1543.5,9,170.5,1306.5,6,315.5,1475.5,7,251,1415.5,6.5,245,1381,7.5,513.5,2712.5,9.5,585,2734,10,507,2668,10,714,4713,14,655,4790,13,869,4849,14,650,4713,14
"2008-22-014",1935,107.5,129,5,212,267,5,135,169,5,140.5,182,5,336,442,5,194,229,6,309,1325,6.5,294.5,305.5,6.5,529,1576,6,124,1139,5.5,253,1296.5,4.5,254,1315.5,5,183.5,1200.5,5,410,2390,6.5,690,2625,7,516,2451,7,817,4323,11,782,4456,8,1316,4676,11,870,4407,9
"2008-22-015",1982,58,64,5,79,98,5,175,222,7,208.5,270,6.5,298,385.5,8.5,248,295,10,595,1690.5,13,548.5,587,13.5,983.5,2087,11.5,516.5,1707,12.5,1238.5,2573,14,1805,3437.5,28,2606,4183,46,3651,5921.5,48,5175,7157,51,4708,6930,56,7880,8455,61,7721,9821,62,9044,9798,63,8406,9400,62
"2008-22-016",829,1923.5,2412,50,3234,3990,50,3464,4345,55,2885.5,3813.5,53,3007.5,3868.5,49,2882.5,3471.5,56.5,3367,4244,55,3025,3313.5,54,4175,4970,57,2459,3782,55.5,3680,5047.5,56.5,3446.5,5013,56,3492.5,4627,58,3813,4943,59.5,5076,5905,61,5430,6476,63,7682,6026,63,6661,6640,63,6941,6137,63,7690,6612,63
"2008-22-017",1713,1254,1495,13.5,2862,3560,13,2037,2559,15,1642.5,2156,12,2319.5,3023,11.5,959,1112,11,1264.5,2286,10.5,1025.5,1050.5,11,4496.5,5885,25,1996.5,3633.5,19.5,3986.5,5940.5,18.5,3237,5254,18.5,2811,4316.5,19,3173,5124.5,21,5098,6811,22,4632,6433,22,7499,7647,31,6952,8609,32,7365,8107,31,7542,8267,34
"2008-22-018",1207,1471.5,1716,19.5,3011,3747,18,2870,3614,16,1914.5,2478.5,13.5,2938.5,3792,17.5,2096,2456,21,2965,3983.5,28.5,3130.5,3396,40.5,4345.5,5413.5,48,2671,4291,48.5,5360.5,7376.5,53.5,5439,7925.5,56,6363,8300,59,7559,9364,61,9697,10904,62,9528,11153,62,14848,10980,63,14426,13294,63,19794,15386,63,20773,16055,63
"2008-22-019",3311,592.5,718.5,8.5,787,971,8,953,1204,7,942.5,1232.5,10,1244.5,1628,9.5,871.5,1045,11.5,1296.5,3147.5,11,1281,1387,12.5,1891,3778,14.5,864.5,2849,10,1852,4036,10.5,1675.5,3950,10.5,1303.5,3264.5,9,2554,6096,13,3460,6771,13,2895,6266,13,5427,9697,19,5065,10422,18,6977,11054,32,6970,11126,26
"2008-22-020",3249,3783.5,4672,58,4454,5438,59,4989,6191,59,4141,5438,56.5,4803.5,6099,57.5,4411,5222.5,59,5269,7601.5,60.5,4804,5304.5,60.5,6321.5,8443.5,61.5,4041.5,6987.5,59,6170,9230.5,61,5282,8564,58.5,5210.5,7849,61,6658,10376,60.5,8337,11582,63,8051,11592,63,11819,13177,63,12396,15844,63,13590,15246,63,13580,15233,63
"2008-22-021",290,7593.5,9642.5,58.5,7816,9466,59,7941,9854,59,7131.5,9595,56.5,7231.5,9126.5,57.5,7924,9449.5,59,8283.5,9651,60.5,8114,9450.5,60.5,8667,9299.5,61.5,7279.5,9830,59,8514,10523.5,61,7990,10542,58.5,8539,10234,61,9088,9983,60.5,10428,10712,63,10707,11571,63,12769,7658,63,12171,9810,63,12426,8555,63,12825,8814,63
"2008-22-022",674,4375.5,5542.5,43.5,4949,6078,50,4820,6112,45,4547.5,6152,44.5,4724,6114,47.5,5239,6384,50.5,5609,6837,51.5,5363,6216.5,51.5,5905.5,6689,52,4393.5,6371.5,41,5373,7108.5,48.5,5370,7569.5,45,5794.5,7345,46,6614,7781.5,50.5,7743,8417,55,7878,9038,58,12066,8299,62,11302,9950,62,12407,9460,62,12716,9640,62
"2008-22-023",4144,2892,3631.5,43.5,3630,4476,50,3487,4404,45,3396.5,4548,44.5,3811.5,4929.5,47.5,4006,4851.5,50.5,4388.5,7177.5,51.5,3955.5,4506.5,51.5,5005,7563,52,3419,6740.5,41,4696,8027,48.5,4529,8189,45,4536.5,7572,46,5895.5,10521.5,50.5,6947,11091,55,6767,11231,58,11054,14577,62,10529,16254,62,13335,16892,62,14227,17416,62
"2008-22-024",2049,946.5,1128.5,12.5,1281,1579,14,1153,1454,13,1080,1436,11.5,1368,1750,11,1107.5,1292.5,13,1414,2649.5,12,1186.5,1298.5,14,2223,3505.5,14.5,1488,3055,14.5,2753.5,4573.5,16,2039.5,3801.5,15,2020,3539.5,15,2674.5,4935,15,4261,6310,20,3470,5602,21,5130,7044,31,5832,8507,28,5696,7705,27,6512,8183,25
"2008-22-025",1846,329,394,11.5,762,953,14,681,858,13,505.5,667,11.5,498.5,667.5,10,270,307.5,11,430,1424,11,496.5,542,12,1110,2173,13.5,631.5,1779,12,1424,2738.5,15.5,1166,2513,13.5,1025,2200.5,12.5,1424.5,3411.5,11.5,2540,4386,19,1816,3685,18,3015,5369,28,2868,5846,24,2943,5517,21,3706,6017,21
"2008-22-026",2072,803.5,933.5,8.5,1316,1649,11,1005,1262,9,618,796,8.5,684,894,7.5,248.5,300,7,329.5,1421.5,7.5,280.5,306,7.5,1071,2235,10,462,1692.5,8.5,1607,3098.5,12.5,1568.5,3148.5,12,1025.5,2291.5,10,1979,4254,14,2932,5004,17,2510,4626,18,3817,6302,24,3442,6655,21,3761,6521,22,5058,7456,26
"2008-22-027",852,1033.5,1262.5,15.5,2055,2581,18,1429,1804,16,988.5,1298.5,13,1623.5,2127.5,17,593,704,13.5,1112,1700,16,736.5,764.5,13.5,1709.5,2360,19,914,1717.5,17.5,3676,5110.5,30.5,3021.5,4522.5,24,2131,3018,21.5,3569,4790,26.5,4922,5774,32,4633,5561,33,7116,5704,41,6502,6397,39,6848,6007,41,8192,7006,44
"2008-22-028",906,2116.5,2548,13,3044,3770,14,3306,4147,14,2545,3327,11.5,3050.5,3924.5,12.5,1992.5,2350,13.5,3089,3973,15.5,2881.5,3082.5,14.5,4156,5051.5,16,2908.5,4473.5,14.5,4669,6337,22.5,4248,6207,17.5,3733,5022.5,19.5,4918.5,6190,24.5,6355,7261,24,6213,7368,31,9986,7690,45,8402,8080,35,9320,7911,44,10550,8846,45
"2008-22-029",1046,2605,3220.5,43,3446,4282,45,3536,4454,50,3263.5,4366.5,50.5,3586.5,4658,45.5,2499.5,3010,45,3382,4401.5,45.5,3338,3655.5,47,5130,6169.5,54.5,2927.5,4569,46.5,5484.5,7492.5,54.5,5040,7321.5,49,4310.5,5792.5,51,5988.5,7566.5,50.5,7629,8675,54,7703,9026,59,12248,9104,63,11418,10580,63,11325,9397,62,13323,10758,62
"2008-22-030",41,1834,2152.5,61,1969,2225,63,1884,2186,62,1912,2287,62.5,1901.5,2176,62.5,1944.5,2163,61.5,1998.5,2194,62.5,1996,2187.5,62.5,2052,2114,62.5,1992,2323.5,62,2086.5,2341.5,63,2004.5,2341,61.5,2151.5,2373.5,62.5,2212.5,2294.5,61.5,2314,2344,63,2373,2461,63,2502,1441,63,2454,1921,63,2483,1661,63,2509,1674,63
"2008-22-031",468,1590,1946,36.5,2003,2461,39,1782,2215,30,1663,2175.5,29,1895.5,2461.5,43.5,1483.5,1756,45.5,2010,2514,45,2040,2278.5,46.5,2522.5,2990,41,2088.5,3096,46.5,2517,3396.5,39.5,2839,4056.5,49.5,3192,4105.5,49,3691.5,4377,54,4305,4773,56,3997,4684,53,6354,4739,54,5571,5183,60,6888,5562,61,7482,5975,61
"2008-22-032",1196,2720,3277.5,11.5,3372,4160,12,3435,4280,11,2481.5,3221,9.5,3133,4056.5,12,2095.5,2450.5,14,2936.5,3927.5,14,2679,2857.5,14.5,4121.5,5153,17,2648,4272,23,4656.5,6493.5,37,4864,7141.5,53,4855.5,6531,54.5,5941,7534.5,56,7317,8513,52,7267,8734,58,11684,9203,59,10806,10486,62,12129,10417,62,13630,11490,62
"2008-22-033",938,2867,3519,20.5,3560,4413,23,3223,4053,21,2596,3418,18.5,3079.5,3969,19.5,2582,3046.5,24.5,3312,4252,21.5,2795,2994.5,23,3881,4741,29.5,2466.5,3889,21.5,3939,5446,26,3979,5875.5,25.5,4230,5648.5,26,5004,6288.5,33.5,6259,7197,39,6156,7317,41,10534,8012,53,10555,9863,54,11533,9553,55,12707,10381,58
"2008-22-034",583,2402.5,2974.5,22,3048,3784,27,2868,3618,24,2049.5,2738.5,21,2378,3060.5,22,2019,2426.5,26,2235,2848,25.5,2198.5,2467,27,3251.5,3843,29.5,2042,3129,21,3362.5,4546.5,29,3164,4564.5,27.5,3361.5,4392,29.5,3916,4817.5,34.5,4868,5451,36,4899,5704,39,7677,5562,55,7920,7140,57,7727,6152,57,8409,6615,57
"2008-22-035",763,2163.5,2656.5,22,3252,4029,27,3088,3884,24,2216,2928,21,2961.5,3817.5,22,2847.5,3411.5,26,3408,4279.5,25.5,2940.5,3230.5,27,3998.5,4767.5,28.5,2513.5,3880.5,20.5,3709,5056.5,29,3333,4908,27.5,3102.5,4187,29.5,3783.5,4856.5,34.5,5088,5851,35,5004,5951,39,7799,6025,55,7157,6883,57,8290,6960,57,8600,7199,57
"2008-22-036",832,1015,1126,6,2292,2870,7,2278,2860,8,1377.5,1773.5,8,2281,2947.5,6,1316.5,1469.5,6.5,2045,2736.5,8,1594.5,1593,7.5,2661,3409.5,9,939,1737,7,2929.5,4144,9,2583,3928,7,2246,3177.5,15.5,2844.5,3974,15.5,4307,5139,19,4135,5028,18,6743,5507,38,7303,7069,53,10471,8477,58,11278,9035,61
"2008-22-037",959,999.5,1161,5,2467,3102,7,2511,3142,7,1564.5,2023.5,6,2453,3157,5,986,1110,6,2070.5,2819,6.5,1593,1531.5,6.5,2749.5,3595.5,8.5,1173,2146.5,5.5,3437,4852,7,3002,4597,6,2580.5,3679.5,5.5,2983.5,4259.5,6,4664,5623,9,4496,5469,9,7164,5918,13,6391,6473,13,7203,6451,13,7950,7009,13
"2008-22-038",807,1272,1519,7,2122,2666,6,1878,2351,6,776,1004,6,1132.5,1451.5,5,410.5,447.5,5,662.5,1148,5.5,495.5,469,5.5,1756,2397,8,553,1193,6.5,2331.5,3411.5,8.5,1909,3007.5,8,1814,2651.5,8,2468,3528.5,7.5,3632,4439,10,3505,4327,10,5788,4817,21,5599,5693,34,5952,5371,21,6559,5821,28
"2008-22-039",1535,484,561.5,10,860,1083,10,816,1027,12,647.5,862,12,689,879,8.5,303,363.5,9.5,364,1184.5,8.5,442.5,462.5,10.5,2419.5,3528.5,18,704,1739,15.5,2321,3755.5,16.5,1584.5,2931.5,15,870.5,1835.5,11.5,1635,3273,14,2667,4202,18,2699,4278,24,4475,5563,31,4309,6370,30,4903,6166,34,4783,6092,33
"2008-22-040",1434,537.5,625.5,9.5,1008,1273,13,746,939,15,696.5,927,12,520.5,654.5,9,335,387.5,9,296.5,1051,8,263.5,277,8,1467,2382,14,446.5,1333.5,11,1290.5,2386,12.5,1034,2127,12.5,552,1396,9,1079,2578,11,1693,3127,14,1445,2914,18,2521,4308,24,2514,4772,24,3498,5063,25,3241,4921,25
"2008-22-041",1704,1314.5,1573.5,14,3130,3937,15,2178,2743,15,2077,2740,15.5,1899,2435,17.5,1096.5,1298,17,1174,2217,14.5,1248,1309,16.5,3128.5,4382.5,21,947.5,2168.5,14,3294,5130,14.5,2443.5,4169.5,12.5,1595,2797.5,10.5,2870.5,4800,11,4602,6306,16,4769,6524,17,7916,7796,25,7191,8822,24,8479,8774,26,8883,9044,26
